,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID,Tournamets,Patch,Date
8,Corki,Mash,ADC,,6,1,8,14,442,35,5,9.7,20849,458,24.7%,,27,28,2,,,0.59,0.04,0.61,,22499,4214,17606,679,494,31.7%,0.31,87.5%,,0,1,0,0,-468,-9,-34,0,,,,,,,,,,,,,,,,Team Impulse,WIN ,2595,NA LCS Spring 2016,6.2,2016-02-14
9,Bard,Gate,SUPPORT,,1,1,12,13,29,0,1,0.6,12412,273,14.7%,,56,23,7,,,1.23,0.15,0.51,,5969,1327,4174,468,131,8.4%,0.29,81.3%,,0,0,0,0,235,-13,395,0,,,,,,,,,,,,,,,,Team Impulse,WIN ,2595,NA LCS Spring 2016,6.2,2016-02-14
0,Nautilus,Lourlo,TOP,,0,0,10,Perfect KDA,244,5,0,7.5,11930,366,18.3%,,16,4,3,,,0.49,0.09,0.12,,8057,2028,6029,0,247,11.2%,0.31,55.6%,,0,0,0,0,105,-21,-548,0,,,,,,,,,,,,,,,,Team Liquid,WIN,2594,NA LCS Spring 2016,6.2,2016-02-14
1,Graves,Dardoch,JUNGLE,,4,2,7,5.5,164,65,42,5,13144,404,20.1%,,29,17,3,,,0.89,0.09,0.52,,13340,12620,440,280,410,18.5%,0.34,61.1%,,0,0,0,0,1348,20,1232,1,,,,,,,,,,,,,,,,Team Liquid,WIN,2594,NA LCS Spring 2016,6.2,2016-02-14
2,Corki,FeniX,MID,,7,0,3,Perfect KDA,392,32,30,12,17039,523,26.1%,,14,8,1,,,0.43,0.03,0.25,,18938,4064,14618,256,582,26.3%,0.31,55.6%,1,3,0,0,0,2021,52,2226,2,,,,,,,,,,,,,,,,Team Liquid,WIN,2594,NA LCS Spring 2016,6.2,2016-02-14
3,Ezreal,Piglet,ADC,,7,0,9,Perfect KDA,267,16,5,8.2,14327,440,21.9%,,18,6,3,,,0.55,0.09,0.18,,26703,16455,9000,1248,820,37%,0.49,88.9%,,0,0,0,0,317,-26,1141,1,,,,,,,,,,,,,,,,Team Liquid,WIN,2594,NA LCS Spring 2016,6.2,2016-02-14
4,Thresh,Matt,SUPPORT,,0,0,16,Perfect KDA,26,0,0,0.8,8927,274,13.7%,,45,15,8,,,1.38,0.25,0.46,,5041,723,4076,242,155,7%,0.49,88.9%,,0,0,0,0,354,-5,-884,-1,,,,,,,,,,,,,,,,Team Liquid,WIN,2594,NA LCS Spring 2016,6.2,2016-02-14
5,Malphite,Flaresz,TOP,,0,3,0,0,279,3,1,8.6,9984,307,20.6%,,17,10,4,,,0.52,0.12,0.31,,4396,1513,2883,0,135,17.1%,0,0%,,0,0,0,0,-105,21,548,0,,,,,,,,,,,,,,,,Renegades,LOSS ,2594,NA LCS Spring 2016,6.2,2016-02-14
6,Elise,Crumbzz,JUNGLE,,0,5,2,0.4,108,69,4,3.3,8787,270,18.1%,,37,17,8,,,1.14,0.25,0.52,,4670,416,3758,496,143,18.1%,0.06,100%,,0,0,0,0,-1348,-20,-1232,-1,,,,,,,,,,,,,,,,Renegades,LOSS ,2594,NA LCS Spring 2016,6.2,2016-02-14
7,LeBlanc,Alex Ich,MID,,1,3,1,0.7,248,3,0,7.6,10637,327,21.9%,,15,6,4,,,0.46,0.12,0.18,,7048,963,5627,458,216,27.4%,0.06,100%,,0,0,0,0,-2021,-52,-2226,-2,,,,,,,,,,,,,,,,Renegades,LOSS ,2594,NA LCS Spring 2016,6.2,2016-02-14
8,Kalista,Freeze,ADC,,1,2,1,1,336,14,0,10.3,12210,375,25.2%,,14,10,1,,,0.43,0.03,0.31,,7812,7421,391,0,240,30.3%,0.06,100%,,0,0,0,0,-317,26,-1141,-1,,,,,,,,,,,,,,,,Renegades,LOSS ,2594,NA LCS Spring 2016,6.2,2016-02-14
9,Alistar,Hakuho,SUPPORT,,0,5,2,0.4,38,0,0,1.2,6874,211,14.2%,,31,11,8,,,0.95,0.25,0.34,,1815,265,1304,246,56,7.1%,0.06,100%,,0,0,0,0,-354,5,884,1,,,,,,,,,,,,,,,,Renegades,LOSS ,2594,NA LCS Spring 2016,6.2,2016-02-14
0,Quinn,Huni,TOP,,3,6,10,2.2,179,12,5,6,11747,396,18.1%,,12,3,0,,,0.4,0,0.1,,22278,21112,354,812,750,23.3%,0.44,46.4%,,0,0,0,0,816,30,1279,1,,,,,,,,,,,,,,,,Immortals,WIN,2593,NA LCS Spring 2016,6.2,2016-02-14
1,Nidalee,Reignover,JUNGLE,,7,3,10,5.7,137,52,35,4.6,13526,455,20.8%,,23,20,4,,,0.77,0.13,0.67,,15990,1827,13807,356,538,16.7%,0.57,60.7%,1,0,0,0,0,1541,13,627,1,,,,,,,,,,,,,,,,Immortals,WIN,2593,NA LCS Spring 2016,6.2,2016-02-14
2,Lux,Pobelter,MID,,4,2,16,10,253,15,1,8.5,13855,466,21.3%,,12,6,3,,,0.4,0.1,0.2,,22435,1117,21243,75,755,23.4%,0.67,71.4%,,1,0,0,0,-230,13,458,0,,,,,,,,,,,,,,,,Immortals,WIN,2593,NA LCS Spring 2016,6.2,2016-02-14
3,Kalista,WildTurtle,ADC,,13,1,8,21,250,21,10,8.4,16159,544,24.8%,,10,4,2,,,0.34,0.07,0.13,,30574,28473,1497,604,1029,31.9%,0.71,75%,,1,1,0,0,1133,0,-258,0,,,,,,,,,,,,,,,,Immortals,WIN,2593,NA LCS Spring 2016,6.2,2016-02-14
4,Braum,Adrian,SUPPORT,,1,4,14,3.8,38,1,0,1.3,9791,330,15%,,39,7,5,,,1.31,0.17,0.24,,4504,1678,2826,0,152,4.7%,0.51,53.6%,,0,0,0,0,461,0,-4,0,,,,,,,,,,,,,,,,Immortals,WIN,2593,NA LCS Spring 2016,6.2,2016-02-14
5,Malphite,Balls,TOP,,2,6,4,1,166,0,0,5.6,8931,301,18.7%,,12,2,1,,,0.4,0.03,0.07,,11244,1761,9483,0,379,17.2%,0.2,37.5%,1,0,0,0,0,-816,-30,-1279,-1,,,,,,,,,,,,,,,,Cloud 9,LOSS ,2593,NA LCS Spring 2016,6.2,2016-02-14
6,Lee Sin,Rush,JUNGLE,,2,5,8,2,112,85,0,3.8,9287,313,19.5%,,31,9,3,,,1.04,0.1,0.3,,10092,9551,445,96,340,15.5%,0.34,62.5%,1,0,0,0,0,-1541,-13,-627,-1,,,,,,,,,,,,,,,,Cloud 9,LOSS ,2593,NA LCS Spring 2016,6.2,2016-02-14
7,Viktor,Jensen,MID,,5,5,5,2,237,9,0,8,10911,367,22.9%,,10,5,2,,,0.34,0.07,0.17,,17707,205,17502,0,596,27.1%,0.34,62.5%,,1,0,0,0,230,-13,-458,0,,,,,,,,,,,,,,,,Cloud 9,LOSS ,2593,NA LCS Spring 2016,6.2,2016-02-14
8,Jhin,Sneaky,ADC,,6,7,5,1.6,217,0,0,7.3,11212,378,23.5%,,13,3,3,,,0.44,0.1,0.1,,22305,21614,691,0,751,34.2%,0.37,68.8%,,0,0,0,0,-1133,0,258,0,,,,,,,,,,,,,,,,Cloud 9,LOSS ,2593,NA LCS Spring 2016,6.2,2016-02-14
9,Alistar,Hai,SUPPORT,,1,5,9,2,39,0,0,1.3,7293,246,15.3%,,28,9,5,,,0.94,0.17,0.3,,3937,1061,1706,1170,133,6%,0.34,62.5%,,0,0,0,0,-461,0,4,0,,,,,,,,,,,,,,,,Cloud 9,LOSS ,2593,NA LCS Spring 2016,6.2,2016-02-14
0,Ryze,Darshan,TOP,,1,5,1,0.4,176,0,0,6.1,8644,300,19.4%,,14,2,2,,,0.49,0.07,0.07,,12266,544,11722,0,426,22%,0.07,40%,,0,0,0,0,-887,-30,-1644,-2,,,,,,,,,,,,,,,,CLG,LOSS,2592,NA LCS Spring 2016,6.2,2016-02-14
1,Rek,Xmithie,JUNGLE,,0,4,4,1,114,65,12,4,8636,300,19.4%,,27,17,5,,,0.94,0.17,0.59,,6753,2455,4242,56,234,12.1%,0.14,80%,,0,0,0,0,-225,6,600,0,,,,,,,,,,,,,,,,CLG,LOSS,2592,NA LCS Spring 2016,6.2,2016-02-14
2,Viktor,Huhi,MID,,4,3,1,1.7,263,9,0,9.1,10855,377,24.4%,,15,5,2,,,0.52,0.07,0.17,,19187,346,18481,360,666,34.5%,0.17,100%,1,0,0,0,0,-1039,-21,-1070,-1,,,,,,,,,,,,,,,,CLG,LOSS,2592,NA LCS Spring 2016,6.2,2016-02-14
3,Ashe,Stixxay,ADC,,0,4,2,0.5,231,9,0,8,9751,338,21.9%,,11,8,2,,,0.38,0.07,0.28,,11617,9998,1619,0,403,20.9%,0.07,40%,,0,0,0,0,127,10,-277,0,,,,,,,,,,,,,,,,CLG,LOSS,2592,NA LCS Spring 2016,6.2,2016-02-14
4,Morgana,Aphromoo,SUPPORT,,0,5,4,0.8,15,1,0,0.5,6597,229,14.8%,,24,9,4,,,0.83,0.14,0.31,,5849,933,4916,0,203,10.5%,0.14,80%,,0,0,0,0,87,-8,563,0,,,,,,,,,,,,,,,,CLG,LOSS,2592,NA LCS Spring 2016,6.2,2016-02-14
5,Fiora,Hauntzer,TOP,,7,1,1,8,228,4,8,7.9,13032,452,21.8%,,18,7,5,,,0.62,0.17,0.24,,13248,9146,837,3265,460,22.3%,0.28,38.1%,4,0,0,0,0,887,30,1644,2,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2592,NA LCS Spring 2016,6.2,2016-02-14
6,Graves,Svenskeren,JUNGLE,,6,1,7,13,130,55,34,4.5,12455,432,20.9%,,26,14,5,,,0.9,0.17,0.49,,15638,14674,452,512,543,26.4%,0.45,61.9%,1,0,0,0,0,225,-6,-600,0,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2592,NA LCS Spring 2016,6.2,2016-02-14
7,Lissandra,Bjergsen,MID,,4,1,4,8,279,8,3,9.7,12998,451,21.8%,,14,4,6,,,0.49,0.21,0.14,,13314,942,12372,0,462,22.5%,0.28,38.1%,1,1,0,0,0,1039,21,1070,1,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2592,NA LCS Spring 2016,6.2,2016-02-14
8,Kalista,Doublelift,ADC,,4,1,8,12,238,16,4,8.3,13040,453,21.8%,,14,4,3,,,0.49,0.1,0.14,,14754,13606,576,572,512,24.9%,0.42,57.1%,,0,0,0,0,-127,-10,277,0,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2592,NA LCS Spring 2016,6.2,2016-02-14
9,Alistar,YellOwStaR,SUPPORT,,0,1,11,11,21,0,0,0.7,8167,283,13.7%,,31,2,8,,,1.08,0.28,0.07,,2323,675,1648,0,81,3.9%,0.38,52.4%,,0,0,0,0,-87,8,-563,0,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2592,NA LCS Spring 2016,6.2,2016-02-14
0,Malphite,kfo,TOP,,5,0,8,Perfect KDA,186,3,0,5.6,12748,382,20.3%,,16,11,2,,,0.48,0.06,0.33,,10793,2136,8657,0,323,17.2%,0.39,86.7%,,1,0,0,0,467,12,549,1,,,,,,,,,,,,,,,,Echo Fox,WIN,2591,NA LCS Spring 2016,6.2,2016-02-14
1,Graves,Hard,JUNGLE,,3,1,10,13,160,92,30,4.8,12972,389,20.7%,,26,18,7,,,0.78,0.21,0.54,,13062,11700,1014,348,391,20.8%,0.39,86.7%,,0,0,0,0,651,21,424,1,,,,,,,,,,,,,,,,Echo Fox,WIN,2591,NA LCS Spring 2016,6.2,2016-02-14
2,Corki,Froggen,MID,,5,0,10,Perfect KDA,276,16,16,8.3,14852,445,23.7%,,20,8,6,,,0.6,0.18,0.24,,25048,4684,20114,250,750,39.9%,0.45,100%,,0,0,0,0,-214,4,-188,0,,,,,,,,,,,,,,,,Echo Fox,WIN,2591,NA LCS Spring 2016,6.2,2016-02-14
3,Caitlyn,KEITH,ADC,,2,0,7,Perfect KDA,232,8,0,6.9,13160,394,21%,,13,5,1,,,0.39,0.03,0.15,,13328,12045,815,468,399,21.2%,0.27,60%,,0,0,0,0,-116,-6,-301,0,,,,,,,,,,,,,,,,Echo Fox,WIN,2591,NA LCS Spring 2016,6.2,2016-02-14
4,Janna,BIG,SUPPORT,,0,1,12,12,14,0,0,0.4,8964,269,14.3%,,40,12,13,,,1.2,0.39,0.36,,536,96,440,0,16,0.9%,0.36,80%,,0,0,0,0,25,-5,255,1,,,,,,,,,,,,,,,,Echo Fox,WIN,2591,NA LCS Spring 2016,6.2,2016-02-14
5,Maokai,Impact,TOP,,0,6,2,0.3,128,10,2,3.8,8410,252,16.6%,,9,2,0,,,0.27,0,0.06,,5850,624,5226,0,175,17.5%,0.06,100%,,0,0,0,0,-467,-12,-549,-1,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2591,NA LCS Spring 2016,6.2,2016-02-14
6,Evelynn,Moon,JUNGLE,,0,2,1,0.5,102,53,17,3.1,8549,256,16.8%,,43,7,5,,,1.29,0.15,0.21,,5964,1088,4280,596,179,17.8%,0.03,50%,,0,0,0,0,-651,-21,-424,-1,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2591,NA LCS Spring 2016,6.2,2016-02-14
7,Gangplank,GBM,MID,,1,1,1,2,312,17,0,9.3,14289,428,28.1%,,1,3,1,,,0.03,0.03,0.09,,15795,10130,4888,777,473,47.2%,0.06,100%,,0,0,0,0,214,-4,188,0,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2591,NA LCS Spring 2016,6.2,2016-02-14
8,Lucian,Altec,ADC,,1,2,1,1,312,20,1,9.3,12285,368,24.2%,,14,9,4,,,0.42,0.12,0.27,,3772,3400,372,0,113,11.3%,0.06,100%,,0,0,0,0,116,6,301,0,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2591,NA LCS Spring 2016,6.2,2016-02-14
9,Braum,Kwon,SUPPORT,,0,4,2,0.5,38,0,0,1.1,7255,217,14.3%,,51,14,12,,,1.53,0.36,0.42,,2088,51,2037,0,63,6.2%,0.06,100%,,0,0,0,0,-25,5,-255,-1,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2591,NA LCS Spring 2016,6.2,2016-02-14
0,Gangplank,Huni,TOP,,3,2,6,4.5,206,11,0,7.8,12809,483,22.3%,,15,3,4,,,0.57,0.15,0.11,,13027,8105,3537,1385,491,30%,0.34,60%,,0,0,0,0,467,-28,-327,0,,,,,,,,,,,,,,,,Immortals,WIN,2590,NA LCS Spring 2016,6.2,2016-02-13
1,Rek,Reignover,JUNGLE,,5,0,7,Perfect KDA,114,61,26,4.3,11626,438,20.2%,,24,11,2,,,0.91,0.08,0.41,,7282,2742,3806,734,275,16.8%,0.45,80%,,0,0,0,0,1140,18,1824,1,,,,,,,,,,,,,,,,Immortals,WIN,2590,NA LCS Spring 2016,6.2,2016-02-13
2,Lux,Pobelter,MID,,1,2,5,3,249,5,2,9.4,11615,438,20.2%,,13,6,3,,,0.49,0.11,0.23,,7883,403,7480,0,297,18.2%,0.23,40%,,0,0,0,0,-531,-9,-1064,0,,,,,,,,,,,,,,,,Immortals,WIN,2590,NA LCS Spring 2016,6.2,2016-02-13
3,Kalista,WildTurtle,ADC,,5,3,4,3,231,12,8,8.7,12375,467,21.6%,,11,4,3,,,0.41,0.11,0.15,,13036,12323,609,104,492,30.1%,0.34,60%,1,0,0,0,0,173,12,-115,0,,,,,,,,,,,,,,,,Immortals,WIN,2590,NA LCS Spring 2016,6.2,2016-02-13
4,Soraka,Adrian,SUPPORT,,1,0,10,Perfect KDA,15,0,0,0.6,8988,339,15.7%,,38,10,6,,,1.43,0.23,0.38,,2136,594,1542,0,81,4.9%,0.41,73.3%,,0,0,0,0,836,2,848,1,,,,,,,,,,,,,,,,Immortals,WIN,2590,NA LCS Spring 2016,6.2,2016-02-13
5,Quinn,BillyBoss,TOP,,2,4,1,0.8,214,2,0,8.1,9180,346,22.4%,,16,3,4,,,0.6,0.15,0.11,,7478,6864,614,0,282,18.9%,0.11,42.9%,,0,0,0,0,-467,28,327,0,,,,,,,,,,,,,,,,Dignitas,LOSS ,2590,NA LCS Spring 2016,6.2,2016-02-13
6,Elise,Kirei,JUNGLE,,2,3,2,1.3,92,48,12,3.5,7866,297,19.2%,,20,23,4,,,0.75,0.15,0.87,,6973,364,6465,144,263,17.6%,0.15,57.1%,,0,0,0,0,-1140,-18,-1824,-1,,,,,,,,,,,,,,,,Dignitas,LOSS ,2590,NA LCS Spring 2016,6.2,2016-02-13
7,Ahri,Shiphtur,MID,,2,3,2,1.3,217,11,0,8.2,9070,342,22.2%,,14,6,3,,,0.53,0.11,0.23,,9095,660,6425,2010,343,22.9%,0.15,57.1%,1,0,0,0,0,531,9,1064,0,,,,,,,,,,,,,,,,Dignitas,LOSS ,2590,NA LCS Spring 2016,6.2,2016-02-13
8,Lucian,Apollo,ADC,,1,2,2,1.5,220,2,0,8.3,9117,344,22.3%,,15,7,6,,,0.57,0.23,0.26,,14145,13315,830,0,533,35.7%,0.11,42.9%,,0,0,0,0,-173,-12,115,0,,,,,,,,,,,,,,,,Dignitas,LOSS ,2590,NA LCS Spring 2016,6.2,2016-02-13
9,Janna,KiWiKiD,SUPPORT,,0,3,4,1.3,13,0,0,0.5,5669,214,13.9%,,20,10,2,,,0.75,0.08,0.38,,1979,1049,930,0,75,5%,0.15,57.1%,,0,0,0,0,-836,-2,-848,-1,,,,,,,,,,,,,,,,Dignitas,LOSS ,2590,NA LCS Spring 2016,6.2,2016-02-13
0,Nautilus,Feng,TOP,,2,2,2,2,143,6,0,4.6,9081,292,19.7%,,15,1,4,,,0.48,0.13,0.03,,8784,1056,7728,0,282,13.6%,0.13,66.7%,,0,0,0,0,-757,-24,-1542,-2,,,,,,,,,,,,,,,,Team Impulse,LOSS,2589,NA LCS Spring 2016,6.2,2016-02-13
1,Graves,Procxin,JUNGLE,,1,2,5,3,149,70,16,4.8,9792,315,21.3%,,22,9,4,,,0.71,0.13,0.29,,13677,13214,439,24,440,21.1%,0.19,100%,,0,0,0,0,85,8,1000,1,,,,,,,,,,,,,,,,Team Impulse,LOSS,2589,NA LCS Spring 2016,6.2,2016-02-13
2,LeBlanc,Pirean,MID,,1,5,2,0.6,182,2,0,5.8,9068,291,19.7%,,15,3,3,,,0.48,0.1,0.1,,20819,1107,18758,954,669,32.1%,0.1,50%,,0,0,0,0,-835,-27,-1621,-1,,,,,,,,,,,,,,,,Team Impulse,LOSS,2589,NA LCS Spring 2016,6.2,2016-02-13
3,Ezreal,Mash,ADC,,2,1,4,6,235,9,0,7.6,10834,348,23.5%,,15,9,3,,,0.48,0.1,0.29,,15134,9763,4867,504,486,23.4%,0.19,100%,,1,0,0,0,15,-12,16,0,,,,,,,,,,,,,,,,Team Impulse,LOSS,2589,NA LCS Spring 2016,6.2,2016-02-13
4,Bard,Gate,SUPPORT,,0,1,6,6,15,0,0,0.5,7234,232,15.7%,,30,9,8,,,0.96,0.26,0.29,,6395,1280,4971,144,206,9.9%,0.19,100%,,0,0,0,0,-82,-11,26,0,,,,,,,,,,,,,,,,Team Impulse,LOSS,2589,NA LCS Spring 2016,6.2,2016-02-13
5,Fiora,Hauntzer,TOP,,4,0,2,Perfect KDA,227,10,2,7.3,12510,402,21%,,18,4,4,,,0.58,0.13,0.13,,6480,4369,379,1732,208,11.3%,0.19,54.5%,,0,0,0,0,757,24,1542,2,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2589,NA LCS Spring 2016,6.2,2016-02-13
6,Kindred,Svenskeren,JUNGLE,,2,2,5,3.5,120,59,25,3.9,11669,375,19.6%,,25,20,4,,,0.8,0.13,0.64,,10588,10319,109,160,340,18.4%,0.23,63.6%,,0,0,0,0,-85,-8,-1000,-1,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2589,NA LCS Spring 2016,6.2,2016-02-13
7,Zilean,Bjergsen,MID,,2,1,6,8,278,13,2,8.9,12710,408,21.3%,,12,5,4,,,0.39,0.13,0.16,,18669,783,17661,225,600,32.5%,0.26,72.7%,,0,0,0,0,835,27,1621,1,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2589,NA LCS Spring 2016,6.2,2016-02-13
8,Corki,Doublelift,ADC,,3,0,7,Perfect KDA,272,14,22,8.7,14060,452,23.6%,,14,5,3,,,0.45,0.1,0.16,,20704,4379,15989,336,665,36%,0.32,90.9%,,0,0,0,0,-15,12,-16,0,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2589,NA LCS Spring 2016,6.2,2016-02-13
9,Alistar,YellOwStaR,SUPPORT,,0,3,7,2.3,35,0,1,1.1,8686,279,14.6%,,35,7,7,,,1.12,0.23,0.23,,1081,252,829,0,35,1.9%,0.23,63.6%,,0,0,0,0,82,11,-26,0,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2589,NA LCS Spring 2016,6.2,2016-02-13
0,Malphite,Balls,TOP,,1,3,10,3.7,172,9,1,5.9,10304,355,18.4%,,10,3,2,,,0.34,0.07,0.1,,10422,2188,8234,0,359,15.5%,0.38,73.3%,1,0,0,0,0,-44,-5,505,0,,,,,,,,,,,,,,,,Cloud 9,WIN,2588,NA LCS Spring 2016,6.2,2016-02-13
1,Nunu,Rush,JUNGLE,,3,1,8,11,103,72,13,3.5,10646,367,19%,,17,13,4,,,0.59,0.14,0.45,,5186,741,4365,80,179,7.7%,0.38,73.3%,,0,0,0,0,-150,-4,228,0,,,,,,,,,,,,,,,,Cloud 9,WIN,2588,NA LCS Spring 2016,6.2,2016-02-13
2,Corki,Jensen,MID,,7,0,5,Perfect KDA,290,20,10,10,14174,488,25.3%,,12,3,3,,,0.41,0.1,0.1,,27684,5828,21356,500,954,41.2%,0.41,80%,,1,0,0,0,-444,11,76,0,,,,,,,,,,,,,,,,Cloud 9,WIN,2588,NA LCS Spring 2016,6.2,2016-02-13
3,Lucian,Sneaky,ADC,,3,1,9,12,209,12,2,7.2,11671,402,20.8%,,11,6,1,,,0.38,0.03,0.21,,16097,14459,1214,424,554,23.9%,0.41,80%,,0,0,0,0,-419,1,113,1,,,,,,,,,,,,,,,,Cloud 9,WIN,2588,NA LCS Spring 2016,6.2,2016-02-13
4,Morgana,Hai,SUPPORT,,1,1,13,14,18,0,1,0.6,9301,320,16.6%,,33,13,5,,,1.14,0.17,0.45,,7875,1050,6825,0,271,11.7%,0.48,93.3%,,0,0,0,0,713,-7,-525,0,,,,,,,,,,,,,,,,Cloud 9,WIN,2588,NA LCS Spring 2016,6.2,2016-02-13
5,Quinn,Lourlo,TOP,,1,2,1,1,147,3,1,5.1,8283,285,18.1%,,10,2,2,,,0.34,0.07,0.07,,8032,8032,0,0,277,15.9%,0.07,33.3%,,0,0,0,0,44,5,-505,0,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2588,NA LCS Spring 2016,6.2,2016-02-13
6,Rek,Dardoch,JUNGLE,,0,4,4,1,117,76,4,4,8630,297,18.9%,,25,18,6,,,0.86,0.21,0.62,,9054,2699,5483,872,312,17.9%,0.14,66.7%,,0,0,0,0,150,4,-228,0,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2588,NA LCS Spring 2016,6.2,2016-02-13
7,Twisted Fate,FeniX,MID,,4,2,1,2.5,277,23,3,9.5,12528,432,27.4%,,9,0,2,,,0.31,0.07,0,,22160,1233,20435,492,763,43.8%,0.17,83.3%,,0,0,0,0,444,-11,-76,0,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2588,NA LCS Spring 2016,6.2,2016-02-13
8,Kalista,Piglet,ADC,,1,4,3,1,222,15,3,7.6,10237,353,22.4%,,15,4,3,,,0.52,0.1,0.14,,7912,7681,231,0,273,15.6%,0.14,66.7%,,0,0,0,0,419,-1,-113,-1,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2588,NA LCS Spring 2016,6.2,2016-02-13
9,Alistar,Matt,SUPPORT,,0,3,4,1.3,23,0,0,0.8,6037,208,13.2%,,37,6,5,,,1.27,0.17,0.21,,3416,565,2411,440,118,6.8%,0.14,66.7%,,0,0,0,0,-713,7,525,0,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2588,NA LCS Spring 2016,6.2,2016-02-13
0,Malphite,Impact,TOP,,5,3,1,2,369,13,9,8.7,16878,396,23.8%,,19,9,1,,,0.45,0.02,0.21,,21407,6067,15340,0,503,31%,0.14,75%,1,1,0,0,0,292,21,973,0,,,,,,,,,,,,,,,,NRG eSports,LOSS,2587,NA LCS Spring 2016,6.2,2016-02-13
1,Kindred,Moon,JUNGLE,,0,1,4,4,165,79,8,3.9,12880,302,18.1%,,25,15,6,,,0.59,0.14,0.35,,5971,5539,0,432,140,8.6%,0.09,50%,,0,0,0,0,-429,5,-163,0,,,,,,,,,,,,,,,,NRG eSports,LOSS,2587,NA LCS Spring 2016,6.2,2016-02-13
2,Corki,GBM,MID,,2,2,4,3,295,33,3,6.9,15003,352,21.1%,,6,8,5,,,0.14,0.12,0.19,,22174,4397,17777,0,521,32.1%,0.14,75%,,0,0,0,0,727,4,-290,0,,,,,,,,,,,,,,,,NRG eSports,LOSS,2587,NA LCS Spring 2016,6.2,2016-02-13
3,Ezreal,Altec,ADC,,1,3,1,0.7,365,13,2,8.6,15502,364,21.8%,,19,17,4,,,0.45,0.09,0.4,,15603,11262,4341,0,366,22.6%,0.05,25%,,0,0,0,0,-769,-20,-600,0,,,,,,,,,,,,,,,,NRG eSports,LOSS,2587,NA LCS Spring 2016,6.2,2016-02-13
4,Braum,Kwon,SUPPORT,,0,3,3,1,72,0,0,1.7,10728,252,15.1%,,68,18,19,,,1.6,0.45,0.42,,3878,124,3754,0,91,5.6%,0.07,37.5%,,0,0,0,0,-349,13,149,0,,,,,,,,,,,,,,,,NRG eSports,LOSS,2587,NA LCS Spring 2016,6.2,2016-02-13
5,Fiora,Darshan,TOP,,0,3,3,1,365,13,7,8.6,16309,383,20.6%,,22,2,2,,,0.52,0.05,0.05,,12736,5607,794,6335,299,15.8%,0.07,25%,,0,0,0,0,-292,-21,-973,0,,,,,,,,,,,,,,,,CLG,WIN ,2587,NA LCS Spring 2016,6.2,2016-02-13
6,Elise,Xmithie,JUNGLE,,1,1,3,4,142,61,30,3.3,13517,317,17.1%,,28,22,5,,,0.66,0.12,0.52,,5002,322,4680,0,117,6.2%,0.09,33.3%,,0,0,0,0,429,-5,163,0,,,,,,,,,,,,,,,,CLG,WIN ,2587,NA LCS Spring 2016,6.2,2016-02-13
7,LeBlanc,Huhi,MID,,7,0,3,Perfect KDA,298,28,3,7,17870,420,22.6%,,28,7,3,,,0.66,0.07,0.16,,33601,141,32500,960,789,41.6%,0.23,83.3%,1,1,0,0,0,-727,-4,290,0,,,,,,,,,,,,,,,,CLG,WIN ,2587,NA LCS Spring 2016,6.2,2016-02-13
8,Lucian,Stixxay,ADC,,4,1,4,8,453,26,7,10.6,19438,456,24.6%,,23,21,3,,,0.54,0.07,0.49,,22324,20112,1964,248,524,27.7%,0.19,66.7%,,0,0,0,0,769,20,600,0,,,,,,,,,,,,,,,,CLG,WIN ,2587,NA LCS Spring 2016,6.2,2016-02-13
